date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
13:29:26	58026/58026	---M-Z	200	added ('OK')	text/html	etag:%22e2aa-60c5f030-941685;gz%22	https://vetra.laborasyon.com/demos/default/justgage.html	C:/My%20Web%20Sites/admin%20dashboard/vetra.laborasyon.com/demos/default/justgage.html	(from https://vetra.laborasyon.com/demos/default/index.html)
13:29:26	56469/56469	---M-Z	200	added ('OK')	text/html	etag:%22dc95-60c4f6a6-941686;gz%22	https://vetra.laborasyon.com/demos/default/morsis.html	C:/My%20Web%20Sites/admin%20dashboard/vetra.laborasyon.com/demos/default/morsis.html	(from https://vetra.laborasyon.com/demos/default/index.html)
13:29:26	58114/58114	---M-Z	200	added ('OK')	text/html	etag:%22e302-60c4f6a6-94166c;gz%22	https://vetra.laborasyon.com/demos/default/vector-map.html	C:/My%20Web%20Sites/admin%20dashboard/vetra.laborasyon.com/demos/default/vector-map.html	(from https://vetra.laborasyon.com/demos/default/index.html)
13:29:27	77251/77251	---M-Z	200	added ('OK')	text/html	etag:%2212dc3-60c5f030-9416be;gz%22	https://vetra.laborasyon.com/demos/default/datatable.html	C:/My%20Web%20Sites/admin%20dashboard/vetra.laborasyon.com/demos/default/datatable.html	(from https://vetra.laborasyon.com/demos/default/index.html)
13:29:27	63035/63035	---M-Z	200	added ('OK')	text/html	etag:%22f63b-60c4f6aa-9416ac;gz%22	https://vetra.laborasyon.com/demos/default/sweet-alert.html	C:/My%20Web%20Sites/admin%20dashboard/vetra.laborasyon.com/demos/default/sweet-alert.html	(from https://vetra.laborasyon.com/demos/default/index.html)
13:29:27	61308/61308	---M-Z	200	added ('OK')	text/html	etag:%22ef7c-60c5f036-941699;gz%22	https://vetra.laborasyon.com/demos/default/lightbox.html	C:/My%20Web%20Sites/admin%20dashboard/vetra.laborasyon.com/demos/default/lightbox.html	(from https://vetra.laborasyon.com/demos/default/index.html)
13:29:27	56739/56739	---M-Z	200	added ('OK')	text/html	etag:%22dda3-60c5f036-9416c0;gz%22	https://vetra.laborasyon.com/demos/default/introjs.html	C:/My%20Web%20Sites/admin%20dashboard/vetra.laborasyon.com/demos/default/introjs.html	(from https://vetra.laborasyon.com/demos/default/index.html)
13:29:28	57467/57467	---M-Z	200	added ('OK')	text/html	etag:%22e07b-60c4f6aa-94167b;gz%22	https://vetra.laborasyon.com/demos/default/nestable.html	C:/My%20Web%20Sites/admin%20dashboard/vetra.laborasyon.com/demos/default/nestable.html	(from https://vetra.laborasyon.com/demos/default/index.html)
13:29:28	59256/59256	---M-Z	200	added ('OK')	text/html	etag:%22e778-60c4f6ac-9416b2;gz%22	https://vetra.laborasyon.com/demos/default/rating.html	C:/My%20Web%20Sites/admin%20dashboard/vetra.laborasyon.com/demos/default/rating.html	(from https://vetra.laborasyon.com/demos/default/index.html)
13:29:28	56097/56097	---M-Z	200	added ('OK')	text/html	etag:%22db21-60c5f036-9416c1;gz%22	https://vetra.laborasyon.com/demos/default/code-highlighter.html	C:/My%20Web%20Sites/admin%20dashboard/vetra.laborasyon.com/demos/default/code-highlighter.html	(from https://vetra.laborasyon.com/demos/default/index.html)
13:29:28	18227/18227	---M--	200	added ('OK')	image/jpeg	etag:%224733-6069e1d4-9419c2;;;%22	https://vetra.laborasyon.com/assets/images/products/3.jpg	C:/My%20Web%20Sites/admin%20dashboard/vetra.laborasyon.com/assets/images/products/3.jpg	(from https://vetra.laborasyon.com/demos/default/index.html)
13:29:28	24313/24313	---M--	200	added ('OK')	image/jpeg	etag:%225ef9-6069e218-9419c1;;;%22	https://vetra.laborasyon.com/assets/images/products/4.jpg	C:/My%20Web%20Sites/admin%20dashboard/vetra.laborasyon.com/assets/images/products/4.jpg	(from https://vetra.laborasyon.com/demos/default/index.html)
13:29:29	22387/22387	---M--	200	added ('OK')	image/jpeg	etag:%225773-6069e23a-9419bf;;;%22	https://vetra.laborasyon.com/assets/images/products/5.jpg	C:/My%20Web%20Sites/admin%20dashboard/vetra.laborasyon.com/assets/images/products/5.jpg	(from https://vetra.laborasyon.com/demos/default/index.html)
13:29:29	34296/34296	---M--	200	added ('OK')	image/jpeg	etag:%2285f8-6069e3e6-9419c4;;;%22	https://vetra.laborasyon.com/assets/images/products/6.jpg	C:/My%20Web%20Sites/admin%20dashboard/vetra.laborasyon.com/assets/images/products/6.jpg	(from https://vetra.laborasyon.com/demos/default/index.html)
13:29:29	9362/9362	---M--	200	added ('OK')	image/jpeg	etag:%222492-604fe24a-9419c8;;;%22	https://vetra.laborasyon.com/assets/images/user/women_avatar5.jpg	C:/My%20Web%20Sites/admin%20dashboard/vetra.laborasyon.com/assets/images/user/women_avatar5.jpg	(from https://vetra.laborasyon.com/demos/default/index.html)
13:29:29	37084/37084	---M--	200	added ('OK')	image/jpeg	etag:%2290dc-6069e794-9419bd;;;%22	https://vetra.laborasyon.com/assets/images/products/10.jpg	C:/My%20Web%20Sites/admin%20dashboard/vetra.laborasyon.com/assets/images/products/10.jpg	(from https://vetra.laborasyon.com/demos/default/index.html)
13:29:30	13625/13625	---M--	200	added ('OK')	image/jpeg	etag:%223539-6069e402-9419c3;;;%22	https://vetra.laborasyon.com/assets/images/products/7.jpg	C:/My%20Web%20Sites/admin%20dashboard/vetra.laborasyon.com/assets/images/products/7.jpg	(from https://vetra.laborasyon.com/demos/default/index.html)
13:29:30	22273/22273	---M--	200	added ('OK')	image/jpeg	etag:%225701-6069e54c-9419bc;;;%22	https://vetra.laborasyon.com/assets/images/products/8.jpg	C:/My%20Web%20Sites/admin%20dashboard/vetra.laborasyon.com/assets/images/products/8.jpg	(from https://vetra.laborasyon.com/demos/default/index.html)
13:29:30	16980/16980	---M--	200	added ('OK')	image/jpeg	etag:%224254-6069e6aa-9419be;;;%22	https://vetra.laborasyon.com/assets/images/products/9.jpg	C:/My%20Web%20Sites/admin%20dashboard/vetra.laborasyon.com/assets/images/products/9.jpg	(from https://vetra.laborasyon.com/demos/default/index.html)
13:29:30	302644/302644	---M-Z	200	added ('OK')	application/x-javascript	etag:%2249e34-6065b49a-941b9c;gz%22	https://vetra.laborasyon.com/libs/bundle.js	C:/My%20Web%20Sites/admin%20dashboard/vetra.laborasyon.com/libs/bundle.js	(from https://vetra.laborasyon.com/demos/default/index.html)
13:29:31	42863/42863	---M-Z	200	added ('OK')	application/x-javascript	etag:%22a76f-59d34108-941b98;gz%22	https://vetra.laborasyon.com/libs/slick/slick.min.js	C:/My%20Web%20Sites/admin%20dashboard/vetra.laborasyon.com/libs/slick/slick.min.js	(from https://vetra.laborasyon.com/demos/default/index.html)
13:29:31	12898/12898	---M-Z	200	added ('OK')	application/x-javascript	etag:%223262-60b3479e-8c120f;gz%22	https://vetra.laborasyon.com/dist/js/examples/dashboard.js	C:/My%20Web%20Sites/admin%20dashboard/vetra.laborasyon.com/dist/js/examples/dashboard.js	(from https://vetra.laborasyon.com/demos/default/index.html)
13:29:31	8045/8045	---M-Z	200	added ('OK')	application/x-javascript	etag:%221f6d-612ea1a7-8a1c6d;gz%22	https://vetra.laborasyon.com/dist/js/app.min.js	C:/My%20Web%20Sites/admin%20dashboard/vetra.laborasyon.com/dist/js/app.min.js	(from https://vetra.laborasyon.com/demos/default/index.html)
13:29:32	85044/85044	---M--	200	added ('OK')	font/woff2	etag:%2214c34-6033e360-941313;;;%22	https://vetra.laborasyon.com/dist/icons/bootstrap-icons-1.4.0/fonts/bootstrap-icons.woff2?8bd4575acf83c7696dc7a14a966660a3	C:/My%20Web%20Sites/admin%20dashboard/vetra.laborasyon.com/dist/icons/bootstrap-icons-1.4.0/fonts/bootstrap-iconse36a.woff2	(from https://vetra.laborasyon.com/dist/icons/bootstrap-icons-1.4.0/bootstrap-icons.min.css)
13:29:33	16435/16435	---M-Z	200	added ('OK')	text/css	etag:%224033-537f940e-940fb8;gz%22	https://vetra.laborasyon.com/dist/icons/themify-icons/themify-icons.css	C:/My%20Web%20Sites/admin%20dashboard/vetra.laborasyon.com/dist/icons/themify-icons/themify-icons.css	(from https://vetra.laborasyon.com/demos/default/login.html)
13:29:33	799/799	---M-Z	200	added ('OK')	application/x-javascript	etag:%2231f-60731bcc-8c1217;gz%22	https://vetra.laborasyon.com/dist/js/examples/orders.js	C:/My%20Web%20Sites/admin%20dashboard/vetra.laborasyon.com/dist/js/examples/orders.js	(from https://vetra.laborasyon.com/demos/default/orders.html)
13:29:33	113656/113656	---M--	200	added ('OK')	application/font-woff	etag:%221bbf8-6033e360-941314;;;%22	https://vetra.laborasyon.com/dist/icons/bootstrap-icons-1.4.0/fonts/bootstrap-icons.woff?8bd4575acf83c7696dc7a14a966660a3	C:/My%20Web%20Sites/admin%20dashboard/vetra.laborasyon.com/dist/icons/bootstrap-icons-1.4.0/fonts/bootstrap-iconse36a.woff	(from https://vetra.laborasyon.com/dist/icons/bootstrap-icons-1.4.0/bootstrap-icons.min.css)
13:29:33	11084/11084	---M-Z	200	added ('OK')	text/css	etag:%222b4c-5cf64e0e-941cc3;gz%22	https://vetra.laborasyon.com/libs/range-slider/css/ion.rangeSlider.min.css	C:/My%20Web%20Sites/admin%20dashboard/vetra.laborasyon.com/libs/range-slider/css/ion.rangeSlider.min.css	(from https://vetra.laborasyon.com/demos/default/product-list.html)
13:29:34	39124/39124	---M--	200	added ('OK')	image/jpeg	etag:%2298d4-6069e19a-9419c0;;;%22	https://vetra.laborasyon.com/assets/images/products/1.jpg	C:/My%20Web%20Sites/admin%20dashboard/vetra.laborasyon.com/assets/images/products/1.jpg	(from https://vetra.laborasyon.com/demos/default/product-list.html)
13:29:34	20897/20897	---M--	200	added ('OK')	image/jpeg	etag:%2251a1-6069e1b8-9419c5;;;%22	https://vetra.laborasyon.com/assets/images/products/2.jpg	C:/My%20Web%20Sites/admin%20dashboard/vetra.laborasyon.com/assets/images/products/2.jpg	(from https://vetra.laborasyon.com/demos/default/product-list.html)
13:29:34	41139/41139	---M-Z	200	added ('OK')	application/x-javascript	etag:%22a0b3-5cf64e0e-941cc0;gz%22	https://vetra.laborasyon.com/libs/range-slider/js/ion.rangeSlider.min.js	C:/My%20Web%20Sites/admin%20dashboard/vetra.laborasyon.com/libs/range-slider/js/ion.rangeSlider.min.js	(from https://vetra.laborasyon.com/demos/default/product-list.html)
13:29:34	1009/1009	---M-Z	200	added ('OK')	application/x-javascript	etag:%223f1-6076c784-8c1218;gz%22	https://vetra.laborasyon.com/dist/js/examples/products.js	C:/My%20Web%20Sites/admin%20dashboard/vetra.laborasyon.com/dist/js/examples/products.js	(from https://vetra.laborasyon.com/demos/default/product-list.html)
13:29:35	3145/3145	---M-Z	200	added ('OK')	text/css	etag:%22c49-59d34108-941b8d;gz%22	https://vetra.laborasyon.com/libs/slick/slick-theme.css	C:/My%20Web%20Sites/admin%20dashboard/vetra.laborasyon.com/libs/slick/slick-theme.css	(from https://vetra.laborasyon.com/demos/default/product-detail.html)
13:29:35	591/591	---M-Z	200	added ('OK')	text/css	etag:%2224f-6080ebd8-941cfe;gz%22	https://vetra.laborasyon.com/libs/rating/rating.min.css	C:/My%20Web%20Sites/admin%20dashboard/vetra.laborasyon.com/libs/rating/rating.min.css	(from https://vetra.laborasyon.com/demos/default/product-detail.html)
13:29:35	3462/3462	---M--	200	added ('OK')	image/jpeg	etag:%22d86-604fe2b4-9419ce;;;%22	https://vetra.laborasyon.com/assets/images/user/man_avatar2.jpg	C:/My%20Web%20Sites/admin%20dashboard/vetra.laborasyon.com/assets/images/user/man_avatar2.jpg	(from https://vetra.laborasyon.com/demos/default/product-detail.html)
13:29:36	926/926	---M-Z	200	added ('OK')	application/x-javascript	etag:%2239e-6080eccc-8c121b;gz%22	https://vetra.laborasyon.com/dist/js/examples/product-detail.js	C:/My%20Web%20Sites/admin%20dashboard/vetra.laborasyon.com/dist/js/examples/product-detail.js	(from https://vetra.laborasyon.com/demos/default/product-detail.html)
13:29:36	7297/7297	---M-Z	200	added ('OK')	application/x-javascript	etag:%221c81-6080e642-941cfd;gz%22	https://vetra.laborasyon.com/libs/rating/jquery.rating.min.js	C:/My%20Web%20Sites/admin%20dashboard/vetra.laborasyon.com/libs/rating/jquery.rating.min.js	(from https://vetra.laborasyon.com/demos/default/product-detail.html)
13:29:36	5634/5634	---M-Z	200	added ('OK')	text/css	etag:%221602-5cf64de2-941be2;gz%22	https://vetra.laborasyon.com/libs/form-wizard/jquery.steps.css	C:/My%20Web%20Sites/admin%20dashboard/vetra.laborasyon.com/libs/form-wizard/jquery.steps.css	(from https://vetra.laborasyon.com/demos/default/checkout.html)
13:29:36	25701/25701	---M--	200	added ('OK')	image/png	etag:%226465-6076f20a-9419e0;;;%22	https://vetra.laborasyon.com/assets/images/paypal-logo.png	C:/My%20Web%20Sites/admin%20dashboard/vetra.laborasyon.com/assets/images/paypal-logo.png	(from https://vetra.laborasyon.com/demos/default/checkout.html)
13:29:37	17266/17266	---M--	200	added ('OK')	image/png	etag:%224372-6076f1f8-9419db;;;%22	https://vetra.laborasyon.com/assets/images/cash-on-delivery-logo.png	C:/My%20Web%20Sites/admin%20dashboard/vetra.laborasyon.com/assets/images/cash-on-delivery-logo.png	(from https://vetra.laborasyon.com/demos/default/checkout.html)
13:29:37	13869/13869	---M-Z	200	added ('OK')	application/x-javascript	etag:%22362d-5cf64de2-941be1;gz%22	https://vetra.laborasyon.com/libs/form-wizard/jquery.steps.min.js	C:/My%20Web%20Sites/admin%20dashboard/vetra.laborasyon.com/libs/form-wizard/jquery.steps.min.js	(from https://vetra.laborasyon.com/demos/default/checkout.html)
13:29:37	422/422	---M-Z	200	added ('OK')	application/x-javascript	etag:%221a6-6076f0a0-8c120e;gz%22	https://vetra.laborasyon.com/dist/js/examples/checkout.js	C:/My%20Web%20Sites/admin%20dashboard/vetra.laborasyon.com/dist/js/examples/checkout.js	(from https://vetra.laborasyon.com/demos/default/checkout.html)
13:29:38	258220/258220	---M--	200	added ('OK')	image/jpeg	etag:%223f0ac-6077607e-9419d9;;;%22	https://vetra.laborasyon.com/assets/images/profile-bg.jpg	C:/My%20Web%20Sites/admin%20dashboard/vetra.laborasyon.com/assets/images/profile-bg.jpg	(from https://vetra.laborasyon.com/demos/default/buyer-dashboard.html)
13:30:11	5432/5432	---M--	200	added ('OK')	image/jpeg	etag:%221538-604fe204-9419cc;;;%22	https://vetra.laborasyon.com/assets/images/user/women_avatar3.jpg	C:/My%20Web%20Sites/admin%20dashboard/vetra.laborasyon.com/assets/images/user/women_avatar3.jpg	(from https://vetra.laborasyon.com/demos/default/buyer-dashboard.html)
13:30:11	4105/4105	---M-Z	200	added ('OK')	application/x-javascript	etag:%221009-60b34db2-8c121e;gz%22	https://vetra.laborasyon.com/dist/js/examples/buyer-dashboard.js	C:/My%20Web%20Sites/admin%20dashboard/vetra.laborasyon.com/dist/js/examples/buyer-dashboard.js	(from https://vetra.laborasyon.com/demos/default/buyer-dashboard.html)
13:30:12	5760/5760	---M-Z	200	added ('OK')	application/x-javascript	etag:%221680-607f1d18-8c121d;gz%22	https://vetra.laborasyon.com/dist/js/examples/customers.js	C:/My%20Web%20Sites/admin%20dashboard/vetra.laborasyon.com/dist/js/examples/customers.js	(from https://vetra.laborasyon.com/demos/default/customers.html)
13:30:13	6823/6823	---M--	200	added ('OK')	image/jpeg	etag:%221aa7-604fe1ca-9419ca;;;%22	https://vetra.laborasyon.com/assets/images/user/women_avatar2.jpg	C:/My%20Web%20Sites/admin%20dashboard/vetra.laborasyon.com/assets/images/user/women_avatar2.jpg	(from https://vetra.laborasyon.com/demos/default/chats.html)
13:30:13	6533/6533	---M--	200	added ('OK')	image/jpeg	etag:%221985-604fe17a-9419cf;;;%22	https://vetra.laborasyon.com/assets/images/user/women_avatar1.jpg	C:/My%20Web%20Sites/admin%20dashboard/vetra.laborasyon.com/assets/images/user/women_avatar1.jpg	(from https://vetra.laborasyon.com/demos/default/chats.html)
13:30:13	6398/6398	---M--	200	added ('OK')	image/jpeg	etag:%2218fe-604fe2a2-9419cb;;;%22	https://vetra.laborasyon.com/assets/images/user/man_avatar1.jpg	C:/My%20Web%20Sites/admin%20dashboard/vetra.laborasyon.com/assets/images/user/man_avatar1.jpg	(from https://vetra.laborasyon.com/demos/default/chats.html)
13:30:14	5894/5894	---M--	200	added ('OK')	image/jpeg	etag:%221706-604fe2d6-9419d1;;;%22	https://vetra.laborasyon.com/assets/images/user/man_avatar4.jpg	C:/My%20Web%20Sites/admin%20dashboard/vetra.laborasyon.com/assets/images/user/man_avatar4.jpg	(from https://vetra.laborasyon.com/demos/default/chats.html)
13:30:14	46586/46586	---M--	200	added ('OK')	image/jpeg	etag:%22b5fa-5cf64dce-9419d7;;;%22	https://vetra.laborasyon.com/assets/images/photo1.jpg	C:/My%20Web%20Sites/admin%20dashboard/vetra.laborasyon.com/assets/images/photo1.jpg	(from https://vetra.laborasyon.com/demos/default/chats.html)
13:30:28	1217/1217	---M-Z	200	added ('OK')	application/x-javascript	etag:%224c1-60527bd0-8c121c;gz%22	https://vetra.laborasyon.com/dist/js/examples/chat.js	C:/My%20Web%20Sites/admin%20dashboard/vetra.laborasyon.com/dist/js/examples/chat.js	(from https://vetra.laborasyon.com/demos/default/chats.html)
13:30:29	24743/24743	---M-Z	200	added ('OK')	text/css	etag:%2260a7-5da0993c-941c39;gz%22	https://vetra.laborasyon.com/libs/quill/quill.snow.css	C:/My%20Web%20Sites/admin%20dashboard/vetra.laborasyon.com/libs/quill/quill.snow.css	(from https://vetra.laborasyon.com/demos/default/email.html)
13:30:29	6276/6276	---M--	200	added ('OK')	image/jpeg	etag:%221884-604fe2e8-9419c9;;;%22	https://vetra.laborasyon.com/assets/images/user/man_avatar5.jpg	C:/My%20Web%20Sites/admin%20dashboard/vetra.laborasyon.com/assets/images/user/man_avatar5.jpg	(from https://vetra.laborasyon.com/demos/default/email.html)
13:30:29	22284/22284	---M-Z	200	added ('OK')	application/x-javascript	etag:%22570c-5cf64de8-941c3c;gz%22	https://vetra.laborasyon.com/libs/tagsinput/bootstrap-tagsinput.js	C:/My%20Web%20Sites/admin%20dashboard/vetra.laborasyon.com/libs/tagsinput/bootstrap-tagsinput.js	(from https://vetra.laborasyon.com/demos/default/email.html)
13:30:30	92/92	---M--	200	added ('OK')	application/x-javascript	etag:%225c-60119760-8c121a;;;%22	https://vetra.laborasyon.com/dist/js/examples/tagsinput.js	C:/My%20Web%20Sites/admin%20dashboard/vetra.laborasyon.com/dist/js/examples/tagsinput.js	(from https://vetra.laborasyon.com/demos/default/email.html)
13:30:30	1535/1535	---M-Z	200	added ('OK')	application/x-javascript	etag:%225ff-6049227a-8c1208;gz%22	https://vetra.laborasyon.com/dist/js/examples/mail.js	C:/My%20Web%20Sites/admin%20dashboard/vetra.laborasyon.com/dist/js/examples/mail.js	(from https://vetra.laborasyon.com/demos/default/email.html)
13:30:30	437299/437299	---M-Z	200	added ('OK')	application/x-javascript	etag:%226ac33-5da0990c-941c3a;gz%22	https://vetra.laborasyon.com/libs/quill/quill.js	C:/My%20Web%20Sites/admin%20dashboard/vetra.laborasyon.com/libs/quill/quill.js	(from https://vetra.laborasyon.com/demos/default/email.html)
13:30:31	2041/2041	---M--	200	added ('OK')	image/png	etag:%227f9-60029e1c-9419ea;;;%22	https://vetra.laborasyon.com/assets/images/email/image-2.png	C:/My%20Web%20Sites/admin%20dashboard/vetra.laborasyon.com/assets/images/email/image-2.png	(from https://vetra.laborasyon.com/demos/default/email-template.html)
13:30:32	3387/3387	---M--	200	added ('OK')	image/png	etag:%22d3b-60029e1c-9419eb;;;%22	https://vetra.laborasyon.com/assets/images/email/image-3.png	C:/My%20Web%20Sites/admin%20dashboard/vetra.laborasyon.com/assets/images/email/image-3.png	(from https://vetra.laborasyon.com/demos/default/email-template.html)
13:31:26	3714/3714	---M--	200	added ('OK')	image/png	etag:%22e82-60029e1c-9419e7;;;%22	https://vetra.laborasyon.com/assets/images/email/image-4.png	C:/My%20Web%20Sites/admin%20dashboard/vetra.laborasyon.com/assets/images/email/image-4.png	(from https://vetra.laborasyon.com/demos/default/email-template.html)
13:31:26	5812/5812	---M--	200	added ('OK')	image/png	etag:%2216b4-60029e1c-9419e6;;;%22	https://vetra.laborasyon.com/assets/images/email/image-7.png	C:/My%20Web%20Sites/admin%20dashboard/vetra.laborasyon.com/assets/images/email/image-7.png	(from https://vetra.laborasyon.com/demos/default/email-template.html)
13:31:27	4017/4017	---M--	200	added ('OK')	image/png	etag:%22fb1-60029e1c-9419e8;;;%22	https://vetra.laborasyon.com/assets/images/email/image-6.png	C:/My%20Web%20Sites/admin%20dashboard/vetra.laborasyon.com/assets/images/email/image-6.png	(from https://vetra.laborasyon.com/demos/default/email-template.html)
13:31:27	3763/3763	---M--	200	added ('OK')	image/png	etag:%22eb3-60029e1c-9419e9;;;%22	https://vetra.laborasyon.com/assets/images/email/image-5.png	C:/My%20Web%20Sites/admin%20dashboard/vetra.laborasyon.com/assets/images/email/image-5.png	(from https://vetra.laborasyon.com/demos/default/email-template.html)
13:31:27	3196/3196	---M-Z	200	added ('OK')	text/css	etag:%22c7c-5cf64dde-941cfa;gz%22	https://vetra.laborasyon.com/libs/clockpicker/bootstrap-clockpicker.min.css	C:/My%20Web%20Sites/admin%20dashboard/vetra.laborasyon.com/libs/clockpicker/bootstrap-clockpicker.min.css	(from https://vetra.laborasyon.com/demos/default/todo-list.html)
13:31:28	6577/6577	---M-Z	200	added ('OK')	text/css	etag:%2219b1-5cf64de0-941cb6;gz%22	https://vetra.laborasyon.com/libs/datepicker/daterangepicker.css	C:/My%20Web%20Sites/admin%20dashboard/vetra.laborasyon.com/libs/datepicker/daterangepicker.css	(from https://vetra.laborasyon.com/demos/default/todo-list.html)
13:31:28	15180/15180	---M-Z	200	added ('OK')	text/css	etag:%223b4c-5cf64e10-941bdd;gz%22	https://vetra.laborasyon.com/libs/select2/css/select2.min.css	C:/My%20Web%20Sites/admin%20dashboard/vetra.laborasyon.com/libs/select2/css/select2.min.css	(from https://vetra.laborasyon.com/demos/default/todo-list.html)
13:31:28	11169/11169	---M-Z	200	added ('OK')	application/x-javascript	etag:%222ba1-6012ed7c-941cfb;gz%22	https://vetra.laborasyon.com/libs/clockpicker/bootstrap-clockpicker.min.js	C:/My%20Web%20Sites/admin%20dashboard/vetra.laborasyon.com/libs/clockpicker/bootstrap-clockpicker.min.js	(from https://vetra.laborasyon.com/demos/default/todo-list.html)
13:31:29	67940/67940	---M-Z	200	added ('OK')	application/x-javascript	etag:%2210964-5cf64e12-941ba1;gz%22	https://vetra.laborasyon.com/libs/select2/js/select2.min.js	C:/My%20Web%20Sites/admin%20dashboard/vetra.laborasyon.com/libs/select2/js/select2.min.js	(from https://vetra.laborasyon.com/demos/default/todo-list.html)
13:31:30	83473/83473	---M-Z	200	added ('OK')	application/x-javascript	etag:%2214611-5ff1b894-941cb7;gz%22	https://vetra.laborasyon.com/libs/datepicker/daterangepicker.js	C:/My%20Web%20Sites/admin%20dashboard/vetra.laborasyon.com/libs/datepicker/daterangepicker.js	(from https://vetra.laborasyon.com/demos/default/todo-list.html)
13:31:30	2275/2275	---M-Z	200	added ('OK')	application/x-javascript	etag:%228e3-604b8196-8c1212;gz%22	https://vetra.laborasyon.com/dist/js/examples/todo-list.js	C:/My%20Web%20Sites/admin%20dashboard/vetra.laborasyon.com/dist/js/examples/todo-list.js	(from https://vetra.laborasyon.com/demos/default/todo-list.html)
13:31:30	253668/253668	---M-Z	200	added ('OK')	application/x-javascript	etag:%223dee4-60491ce6-941d00;gz%22	https://vetra.laborasyon.com/libs/jquery-ui/jquery-ui.min.js	C:/My%20Web%20Sites/admin%20dashboard/vetra.laborasyon.com/libs/jquery-ui/jquery-ui.min.js	(from https://vetra.laborasyon.com/demos/default/todo-list.html)
13:31:30	6039/6039	---M--	200	added ('OK')	image/jpeg	etag:%221797-604fe218-9419d0;;;%22	https://vetra.laborasyon.com/assets/images/user/women_avatar4.jpg	C:/My%20Web%20Sites/admin%20dashboard/vetra.laborasyon.com/assets/images/user/women_avatar4.jpg	(from https://vetra.laborasyon.com/demos/default/profile-connections.html)
13:31:31	798/798	---M-Z	200	added ('OK')	application/x-javascript	etag:%2231e-607b0978-8c1215;gz%22	https://vetra.laborasyon.com/dist/js/examples/users.js	C:/My%20Web%20Sites/admin%20dashboard/vetra.laborasyon.com/dist/js/examples/users.js	(from https://vetra.laborasyon.com/demos/default/user-list.html)
13:31:31	2365/2365	---M-Z	200	added ('OK')	text/css	etag:%2293d-5d94ce66-941c40;gz%22	https://vetra.laborasyon.com/libs/prism/prism.css	C:/My%20Web%20Sites/admin%20dashboard/vetra.laborasyon.com/libs/prism/prism.css	(from https://vetra.laborasyon.com/demos/default/access-denied.html)
13:31:31	12580/12580	---M-Z	200	added ('OK')	application/x-javascript	etag:%223124-5d94ce6c-941c3f;gz%22	https://vetra.laborasyon.com/libs/prism/prism.js	C:/My%20Web%20Sites/admin%20dashboard/vetra.laborasyon.com/libs/prism/prism.js	(from https://vetra.laborasyon.com/demos/default/access-denied.html)
13:31:32	739/739	---M-Z	200	added ('OK')	application/x-javascript	etag:%222e3-604a958c-8c1210;gz%22	https://vetra.laborasyon.com/dist/js/examples/pricing-table.js	C:/My%20Web%20Sites/admin%20dashboard/vetra.laborasyon.com/dist/js/examples/pricing-table.js	(from https://vetra.laborasyon.com/demos/default/pricing-table.html)
13:31:32	5204/5204	---M-Z	200	added ('OK')	text/css	etag:%221454-5cf64de6-941b9b;gz%22	https://vetra.laborasyon.com/libs/lightbox/magnific-popup.css	C:/My%20Web%20Sites/admin%20dashboard/vetra.laborasyon.com/libs/lightbox/magnific-popup.css	(from https://vetra.laborasyon.com/demos/default/search-page.html)
13:31:33	42264/42264	---M--	200	added ('OK')	image/jpeg	etag:%22a518-5cf64dce-9419f6;;;%22	https://vetra.laborasyon.com/assets/images/photo2.jpg	C:/My%20Web%20Sites/admin%20dashboard/vetra.laborasyon.com/assets/images/photo2.jpg	(from https://vetra.laborasyon.com/demos/default/search-page.html)
13:31:33	31675/31675	---M--	200	added ('OK')	image/jpeg	etag:%227bbb-5cf64dce-9419dd;;;%22	https://vetra.laborasyon.com/assets/images/photo3.jpg	C:/My%20Web%20Sites/admin%20dashboard/vetra.laborasyon.com/assets/images/photo3.jpg	(from https://vetra.laborasyon.com/demos/default/search-page.html)
13:31:34	46570/46570	---M--	200	added ('OK')	image/jpeg	etag:%22b5ea-5cf64dce-9419ed;;;%22	https://vetra.laborasyon.com/assets/images/photo4.jpg	C:/My%20Web%20Sites/admin%20dashboard/vetra.laborasyon.com/assets/images/photo4.jpg	(from https://vetra.laborasyon.com/demos/default/search-page.html)
13:31:34	61279/61279	---M--	200	added ('OK')	image/jpeg	etag:%22ef5f-5cf64dce-9419f5;;;%22	https://vetra.laborasyon.com/assets/images/photo5.jpg	C:/My%20Web%20Sites/admin%20dashboard/vetra.laborasyon.com/assets/images/photo5.jpg	(from https://vetra.laborasyon.com/demos/default/search-page.html)
13:31:35	107337/107337	---M--	200	added ('OK')	image/jpeg	etag:%221a349-5cf64dd0-9419df;;;%22	https://vetra.laborasyon.com/assets/images/portfolio-one.jpg	C:/My%20Web%20Sites/admin%20dashboard/vetra.laborasyon.com/assets/images/portfolio-one.jpg	(from https://vetra.laborasyon.com/demos/default/search-page.html)
13:31:35	41853/41853	---M--	200	added ('OK')	image/jpeg	etag:%22a37d-5cf64dd2-9419e2;;;%22	https://vetra.laborasyon.com/assets/images/portfolio-two.jpg	C:/My%20Web%20Sites/admin%20dashboard/vetra.laborasyon.com/assets/images/portfolio-two.jpg	(from https://vetra.laborasyon.com/demos/default/search-page.html)
